State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Production_N
West Bengal,COOCHBEHAR,2013,RABI,Maize,4049,23484,4048.998
West Bengal,BARDHAMAN,2015,RABI,Safflower,5,3,4.998
West Bengal,MEDINIPUR WEST,2017,KHARIF,Niger seed,75,37,74.998
West Bengal,DINAJPUR DAKSHIN,2019,SUMMER,Rice,16722,56152,16721.998
West Bengal,MALDAH,2013,RABI,Wheat,44366,119949,44365.998
West Bengal,COOCHBEHAR,2019,SUMMER,Sesamum,148,100,147.998
West Bengal,HOOGHLY,2010,KHARIF,Urad,18,4,17.998
West Bengal,BANKURA,2013,AUTUMN,Rice,20880,55169,20879.998
West Bengal,BANKURA,2012,ANNUAL,Sugarcane,14,1093,13.998
West Bengal,HOWRAH,2009,AUTUMN,Rice,3652,8259,3651.998
West Bengal,NADIA,2019,RABI,Urad,642,529,641.998
West Bengal,BIRBHUM,2015,RABI,Safflower,20,16,19.998
West Bengal,JALPAIGURI,2016,KHARIF,Jute,35685,447188,35684.998
West Bengal,MEDINIPUR WEST,2009,RABI,Khesari,1014,918,1013.998
West Bengal,MEDINIPUR WEST,2010,RABI,Safflower,190,120,189.998
West Bengal,DINAJPUR UTTAR,2011,ANNUAL,Sesamum,1049,557,1048.998
West Bengal,MALDAH,2013,KHARIF,Urad,11013,9497,11012.998
West Bengal,DARJEELING,2012,KHARIF,Urad,211,177,210.998
West Bengal,DINAJPUR UTTAR,2018,KHARIF,Moong(Green Gram),354,427,353.998
West Bengal,DARJEELING,2017,SUMMER,Moong(Green Gram),121,60,120.998
West Bengal,MEDINIPUR WEST,2009,KHARIF,Sunflower,422,419,421.998
West Bengal,BANKURA,2013,ANNUAL,Arecanut,34,28,33.998
West Bengal,BARDHAMAN,2009,ANNUAL,Dry chillies,2375,3254,2374.998
West Bengal,BARDHAMAN,2009,RABI,Khesari,116,145,115.998
West Bengal,24 PARAGANAS SOUTH,2009,KHARIF,Maize,252,655,251.998
West Bengal,NADIA,2014,AUTUMN,Groundnut,25,34,24.998
West Bengal,HOWRAH,2012,ANNUAL,Dry chillies,409,487,408.998
West Bengal,MEDINIPUR EAST,2010,WINTER,Rice,259507,322353,259506.998
West Bengal,DINAJPUR DAKSHIN,2017,RABI,Masoor,274,224,273.998
West Bengal,NADIA,2010,RABI,Rapeseed &Mustard,79232,71354,79231.998
West Bengal,PURULIA,2009,ANNUAL,Sesamum,771,298,770.998
West Bengal,DINAJPUR UTTAR,2010,KHARIF,Maize,9890,51762,9889.998
West Bengal,DARJEELING,2019,KHARIF,Niger seed,69,44,68.998
West Bengal,DINAJPUR UTTAR,2018,KHARIF,Moong(Green Gram),354,427,353.998
West Bengal,MALDAH,2013,WINTER,Sesamum,47,13,46.998
West Bengal,BIRBHUM,2018,AUTUMN,Groundnut,46,48,45.998
West Bengal,JALPAIGURI,2015,RABI,Urad,675,432,674.998
West Bengal,COOCHBEHAR,2016,RABI,Urad,3440,2683,3439.998
West Bengal,24 PARAGANAS NORTH,2014,RABI,Peas & beans (Pulses),795,2199,794.998
West Bengal,COOCHBEHAR,2011,RABI,Moong(Green Gram),175,126,174.998
West Bengal,COOCHBEHAR,2014,RABI,Peas & beans (Pulses),13,9,12.998
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Sesamum,10992,13749,10991.998
West Bengal,DINAJPUR UTTAR,2017,KHARIF,Sunflower,26,30,25.998
West Bengal,BIRBHUM,2018,RABI,Gram,7155,9486,7154.998
West Bengal,MEDINIPUR EAST,2018,RABI,Masoor,41,46,40.998
West Bengal,PURULIA,2011,WINTER,Rice,277234,725085,277233.998
West Bengal,NADIA,2015,RABI,Potato,7073,193100,7072.998
West Bengal,HOWRAH,2012,RABI,Wheat,495,1106,494.998
West Bengal,BIRBHUM,2012,RABI,Peas & beans (Pulses),106,76,105.998
West Bengal,HOWRAH,2013,KHARIF,Dry ginger,35,44,34.998
West Bengal,MURSHIDABAD,2019,RABI,Moong(Green Gram),42,57,41.998
West Bengal,JALPAIGURI,2015,RABI,Barley,15,20,14.998
West Bengal,HOOGHLY,2019,SUMMER,Moong(Green Gram),2,2,1.998
West Bengal,JALPAIGURI,2018,AUTUMN,Rice,29424,57673,29423.998
West Bengal,JALPAIGURI,2017,RABI,Linseed,742,212,741.998
West Bengal,MEDINIPUR WEST,2016,KHARIF,Urad,71,20,70.998
West Bengal,24 PARAGANAS NORTH,2009,RABI,Masoor,4181,2368,4180.998
West Bengal,24 PARAGANAS NORTH,2012,ANNUAL,Potato,10706,233062,10705.998
West Bengal,PURULIA,2019,RABI,Moong(Green Gram),64,40,63.998
West Bengal,PURULIA,2018,RABI,Arhar/Tur,332,406,331.998
West Bengal,24 PARAGANAS NORTH,2011,RABI,Gram,713,481,712.998
West Bengal,BIRBHUM,2010,KHARIF,Maize,162,236,161.998
West Bengal,PURULIA,2011,ANNUAL,Turmeric,294,261,293.998
West Bengal,MEDINIPUR EAST,2015,SUMMER,Rice,168447,590050,168446.998
West Bengal,COOCHBEHAR,2013,AUTUMN,Maize,375,1058,374.998
West Bengal,JALPAIGURI,2016,RABI,Potato,31883,845880,31882.998
West Bengal,PURULIA,2019,KHARIF,Moong(Green Gram),181,100,180.998
West Bengal,24 PARAGANAS SOUTH,2019,KHARIF,Urad,600,470,599.998
West Bengal,BANKURA,2013,ANNUAL,Potato,32649,233454,32648.998
West Bengal,DINAJPUR DAKSHIN,2017,AUTUMN,Maize,172,419,171.998
West Bengal,DINAJPUR UTTAR,2017,RABI,Wheat,37479,89324,37478.998
West Bengal,DINAJPUR UTTAR,2015,SUMMER,Moong(Green Gram),283,190,282.998
West Bengal,MURSHIDABAD,2019,KHARIF,Sunflower,69,74,68.998
West Bengal,BARDHAMAN,2013,ANNUAL,Arecanut,209,383,208.998
West Bengal,NADIA,2014,WINTER,Rice,98490,242497,98489.998
West Bengal,COOCHBEHAR,2016,KHARIF,Jute,79356,1028825,79355.998
West Bengal,PURULIA,2019,ANNUAL,Sugarcane,324,16250,323.998
West Bengal,MALDAH,2019,AUTUMN,Groundnut,90,57,89.998
West Bengal,NADIA,2012,KHARIF,Maize,602,1201,601.998
West Bengal,HOWRAH,2010,WINTER,Rice,73268,148820,73267.998
West Bengal,BARDHAMAN,2011,RABI,Peas & beans (Pulses),161,99,160.998
West Bengal,COOCHBEHAR,2012,RABI,Arhar/Tur,5,4,4.998
West Bengal,DARJEELING,2016,RABI,Masoor,12,9,11.998
West Bengal,MURSHIDABAD,2018,KHARIF,Jute,154583,2286243,154582.998
West Bengal,NADIA,2016,KHARIF,Mesta,109,1861,108.998
West Bengal,JALPAIGURI,2013,RABI,Wheat,15887,33136,15886.998
West Bengal,24 PARAGANAS NORTH,2016,AUTUMN,Rice,15789,42918,15788.998
West Bengal,MALDAH,2012,SUMMER,Sesamum,63,41,62.998
West Bengal,DARJEELING,2015,RABI,Urad,220,116,219.998
West Bengal,NADIA,2012,KHARIF,Dry ginger,198,255,197.998
West Bengal,HOOGHLY,2014,SUMMER,Groundnut,10366,17021,10365.998
West Bengal,MEDINIPUR WEST,2013,RABI,Wheat,2363,4551,2362.998
West Bengal,BANKURA,2011,SUMMER,Rice,50430,139200,50429.998
West Bengal,MEDINIPUR EAST,2009,ANNUAL,Turmeric,1167,2556,1166.998
West Bengal,24 PARAGANAS SOUTH,2017,RABI,Wheat,3388,9894,3387.998
West Bengal,MURSHIDABAD,2018,SUMMER,Sesamum,18542,17159,18541.998
West Bengal,BARDHAMAN,2018,KHARIF,Moong(Green Gram),55,31,54.998
West Bengal,DINAJPUR UTTAR,2009,ANNUAL,Dry chillies,3112,1774,3111.998
West Bengal,HOOGHLY,2015,KHARIF,Sannhamp,3,19,2.998
West Bengal,JALPAIGURI,2009,RABI,Gram,84,108,83.998
West Bengal,HOWRAH,2010,ANNUAL,Potato,7336,214027,7335.998
West Bengal,MALDAH,2015,RABI,Arhar/Tur,51,56,50.998
West Bengal,24 PARAGANAS NORTH,2017,SUMMER,Sesamum,8756,9858,8755.998
West Bengal,MALDAH,2014,RABI,Masoor,3540,3367,3539.998
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Moong(Green Gram),273,165,272.998
West Bengal,BARDHAMAN,2019,SUMMER,Maize,276,555,275.998
West Bengal,MEDINIPUR EAST,2010,ANNUAL,Sugarcane,2,154,2.001
West Bengal,DARJEELING,2013,KHARIF,Jute,2923,33879,2923.001
West Bengal,MEDINIPUR WEST,2011,WINTER,Rice,513019,1281080,513019.001
West Bengal,PURULIA,2018,WINTER,Rice,302274,730136,302274.001
West Bengal,JALPAIGURI,2018,SUMMER,Moong(Green Gram),293,319,293.001
West Bengal,MEDINIPUR EAST,2013,RABI,Khesari,8791,599,8791.001
West Bengal,MEDINIPUR WEST,2014,RABI,Arhar/Tur,225,48,225.001
West Bengal,BARDHAMAN,2010,WINTER,Rice,417180,1365492,417180.001
West Bengal,24 PARAGANAS NORTH,2015,SUMMER,Moong(Green Gram),63,40,63.001
West Bengal,DINAJPUR DAKSHIN,2012,SUMMER,Maize,460,1455,460.001
West Bengal,DINAJPUR DAKSHIN,2019,RABI,Wheat,13114,41396,13114.001
West Bengal,MALDAH,2012,RABI,Wheat,46879,137920,46879.001
West Bengal,HOWRAH,2019,AUTUMN,Rice,2836,8287,2836.001
West Bengal,DINAJPUR UTTAR,2011,KHARIF,Ragi,1410,1161,1410.001
West Bengal,JALPAIGURI,2016,AUTUMN,Groundnut,10,14,10.001
West Bengal,NADIA,2019,SUMMER,Rice,98286,374824,98286.001
West Bengal,HOWRAH,2011,ANNUAL,Potato,8684,74787,8684.001
West Bengal,DARJEELING,2017,AUTUMN,Sesamum,15,7,15.001
West Bengal,BARDHAMAN,2013,RABI,Linseed,225,30,225.001
West Bengal,COOCHBEHAR,2011,RABI,Peas & beans (Pulses),1,1,1.001
West Bengal,NADIA,2018,RABI,Arhar/Tur,256,398,256.001
West Bengal,HOWRAH,2017,ANNUAL,Sugarcane,40,4053,40.001
West Bengal,COOCHBEHAR,2015,SUMMER,Groundnut,170,142,170.001
West Bengal,DINAJPUR UTTAR,2010,RABI,Masoor,932,348,932.001
West Bengal,24 PARAGANAS SOUTH,2019,RABI,Wheat,3868,11375,3868.001
West Bengal,24 PARAGANAS NORTH,2017,RABI,Masoor,7834,5907,7834.001
West Bengal,BIRBHUM,2019,RABI,Potato,16153,492552,16153.001
West Bengal,BIRBHUM,2014,RABI,Arhar/Tur,45,10,45.001
West Bengal,MEDINIPUR WEST,2019,RABI,Potato,63519,2413485,63519.001
West Bengal,HOOGHLY,2017,AUTUMN,Rice,6089,15144,6089.001
West Bengal,JALPAIGURI,2011,RABI,Barley,4,5,4.001
West Bengal,PURULIA,2014,RABI,Rapeseed &Mustard,904,664,904.001
West Bengal,PURULIA,2010,ANNUAL,Sesamum,684,268,684.001
West Bengal,HOOGHLY,2019,SUMMER,Sesamum,40756,41239,40756.001
West Bengal,DARJEELING,2019,KHARIF,Moong(Green Gram),30,22,30.001
West Bengal,MEDINIPUR WEST,2017,RABI,Moong(Green Gram),1090,959,1090.001
West Bengal,DINAJPUR UTTAR,2019,KHARIF,Niger seed,76,32,76.001
West Bengal,MURSHIDABAD,2017,RABI,Khesari,8950,8402,8950.001
West Bengal,MALDAH,2015,ANNUAL,Sugarcane,2234,220998,2234.001
West Bengal,JALPAIGURI,2019,RABI,Rapeseed &Mustard,7754,4640,7754.001
West Bengal,HOOGHLY,2015,RABI,Potato,100409,3530571,100409.001
West Bengal,MEDINIPUR EAST,2019,RABI,Wheat,524,1444,524.001
West Bengal,MEDINIPUR WEST,2018,RABI,Moong(Green Gram),1129,999,1129.001
West Bengal,24 PARAGANAS NORTH,2014,SUMMER,Maize,179,601,179.001
West Bengal,MALDAH,2015,AUTUMN,Maize,4281,13415,4281.001
West Bengal,JALPAIGURI,2010,ANNUAL,Potato,25602,348555,25602.001
West Bengal,24 PARAGANAS NORTH,2012,ANNUAL,Turmeric,1285,3742,1285.001
West Bengal,PURULIA,2014,KHARIF,Moong(Green Gram),304,141,304.001
West Bengal,MURSHIDABAD,2014,RABI,Linseed,22,7,22.001
West Bengal,DINAJPUR DAKSHIN,2012,KHARIF,Mesta,3212,39864,3212.001
West Bengal,DINAJPUR UTTAR,2010,ANNUAL,Potato,8360,167021,8360.001
West Bengal,DINAJPUR UTTAR,2012,KHARIF,Niger seed,188,76,188.001
West Bengal,MURSHIDABAD,2017,SUMMER,Groundnut,235,687,235.001
West Bengal,BIRBHUM,2017,RABI,Groundnut,14,20,14.001
West Bengal,BANKURA,2014,WINTER,Rice,318205,844882,318205.001
West Bengal,BANKURA,2014,AUTUMN,Groundnut,147,127,147.001
West Bengal,DINAJPUR DAKSHIN,2019,WINTER,Rice,163582,462884,163582.001
West Bengal,MEDINIPUR WEST,2012,KHARIF,Jute,4760,53120,4760.001
West Bengal,MEDINIPUR EAST,2016,AUTUMN,Sesamum,32,13,32.001
West Bengal,JALPAIGURI,2013,AUTUMN,Sesamum,76,46,76.001
West Bengal,NADIA,2012,ANNUAL,Tobacco,35,29,35.001
West Bengal,COOCHBEHAR,2018,SUMMER,Rice,56109,180652,56109.001
West Bengal,BANKURA,2010,KHARIF,Small millets,357,380,357.001
West Bengal,MALDAH,2017,SUMMER,Sesamum,180,118,180.001
West Bengal,HOOGHLY,2013,SUMMER,Moong(Green Gram),4,3,4.001
West Bengal,DINAJPUR UTTAR,2015,KHARIF,Urad,1400,863,1400.001
West Bengal,BARDHAMAN,2013,AUTUMN,Sesamum,5,3,5.001
West Bengal,BANKURA,2016,RABI,Rapeseed &Mustard,10170,8112,10170.001
West Bengal,MEDINIPUR WEST,2011,KHARIF,Cotton(lint),291,2328,291.001
West Bengal,MURSHIDABAD,2013,KHARIF,Jute,147234,1785879,147234.001
West Bengal,24 PARAGANAS NORTH,2013,RABI,Rapeseed &Mustard,39652,37025,39652.001
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Potato,6619,113971,6619.001
West Bengal,PURULIA,2012,RABI,Linseed,1076,207,1076.001
West Bengal,BIRBHUM,2018,RABI,Safflower,19,8,19.001
West Bengal,HOOGHLY,2009,RABI,Rapeseed &Mustard,6538,5189,6538.001
West Bengal,DINAJPUR UTTAR,2015,RABI,Masoor,849,437,849.001
West Bengal,DARJEELING,2011,KHARIF,Soyabean,485,291,485.001
West Bengal,DINAJPUR UTTAR,2017,KHARIF,Urad,1115,757,1115.001
West Bengal,MEDINIPUR WEST,2016,KHARIF,Sunflower,430,740,430.001
West Bengal,MEDINIPUR EAST,2018,SUMMER,Maize,103,165,103.001
West Bengal,JALPAIGURI,2010,RABI,Masoor,1530,541,1530.001
West Bengal,COOCHBEHAR,2013,SUMMER,Moong(Green Gram),127,78,127.001
West Bengal,DARJEELING,2012,AUTUMN,Sesamum,17,8,17.001
West Bengal,MURSHIDABAD,2009,ANNUAL,Sesamum,14864,14022,14864.001
West Bengal,PURULIA,2015,SUMMER,Maize,258,391,258.001
West Bengal,COOCHBEHAR,2016,AUTUMN,Rice,4218,6923,4218.001
West Bengal,BIRBHUM,2010,WINTER,Rice,314476,948410,314476.001
West Bengal,BARDHAMAN,2013,SUMMER,Moong(Green Gram),1,1,1.001
West Bengal,DINAJPUR DAKSHIN,2016,RABI,Potato,5883,154921,5883.001
West Bengal,NADIA,2015,RABI,Groundnut,3960,7183,3960.001
West Bengal,MEDINIPUR WEST,2016,RABI,Potato,59960,1148623,59960.001
West Bengal,MEDINIPUR WEST,2017,KHARIF,Castor seed,72,43,72.001
West Bengal,DARJEELING,2013,SUMMER,Moong(Green Gram),114,65,114.001
West Bengal,NADIA,2016,AUTUMN,Maize,266,568,266.001
West Bengal,DARJEELING,2014,KHARIF,Niger seed,40,25,40.001
West Bengal,BANKURA,2013,RABI,Horse-gram,23,11,23.001
West Bengal,JALPAIGURI,2015,KHARIF,Moong(Green Gram),66,42,66.001
West Bengal,BIRBHUM,2017,AUTUMN,Rice,2477,6209,2477.001
West Bengal,BANKURA,2015,KHARIF,Horse-gram,46,27,46.001
West Bengal,DINAJPUR DAKSHIN,2012,RABI,Linseed,357,99,357.001
West Bengal,MEDINIPUR WEST,2011,ANNUAL,Potato,79435,843729,79435.001
West Bengal,DINAJPUR DAKSHIN,2012,RABI,Wheat,10089,29846,10089.001
West Bengal,MEDINIPUR WEST,2018,RABI,Wheat,4607,10865,4607.001
West Bengal,BANKURA,2013,ANNUAL,Arecanut,34,28,34.001
West Bengal,BARDHAMAN,2015,KHARIF,Horse-gram,5,3,5.001
West Bengal,JALPAIGURI,2019,KHARIF,Sunflower,76,96,76.001
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Cotton(lint),1316,3343,1316.001
West Bengal,PURULIA,2017,RABI,Wheat,1648,3310,1648.001
West Bengal,MEDINIPUR EAST,2010,KHARIF,Sunflower,894,1065,894.001
West Bengal,MEDINIPUR EAST,2011,WINTER,Rice,267420,540362,267420.001
West Bengal,DARJEELING,2016,KHARIF,Moong(Green Gram),31,20,31.001
West Bengal,DINAJPUR DAKSHIN,2010,ANNUAL,Groundnut,40,59,40.001
West Bengal,MALDAH,2011,RABI,Wheat,42881,111104,42881.001
West Bengal,PURULIA,2015,SUMMER,Maize,258,391,258.001
West Bengal,PURULIA,2016,KHARIF,Sannhamp,91,364,91.001
West Bengal,NADIA,2013,RABI,Peas & beans (Pulses),4495,3635,4495.001
West Bengal,BIRBHUM,2012,ANNUAL,Turmeric,280,287,280.001
West Bengal,NADIA,2010,ANNUAL,Groundnut,5597,9726,5597.001
West Bengal,NADIA,2011,RABI,Peas & beans (Pulses),4731,4151,4731.001
West Bengal,JALPAIGURI,2016,RABI,Barley,5,7,5.001
West Bengal,BIRBHUM,2012,RABI,Arhar/Tur,26,12,26.001
West Bengal,DINAJPUR UTTAR,2015,SUMMER,Moong(Green Gram),283,190,283.001
West Bengal,MURSHIDABAD,2019,RABI,Groundnut,237,763,237.001
West Bengal,BARDHAMAN,2014,KHARIF,Mesta,5,58,5.001
West Bengal,PURULIA,2018,AUTUMN,Small millets,163,41,163.001
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Urad,1730,1454,1730.001
West Bengal,JALPAIGURI,2013,RABI,Khesari,470,330,470.001
West Bengal,JALPAIGURI,2018,RABI,Groundnut,998,1703,998.001
West Bengal,BARDHAMAN,2011,KHARIF,Other Kharif pulses,35,16,35.001
West Bengal,NADIA,2009,KHARIF,Sunflower,1370,2092,1370.001
West Bengal,JALPAIGURI,2012,KHARIF,Urad,1044,326,1044.001
West Bengal,NADIA,2015,RABI,Linseed,536,322,536.001
West Bengal,JALPAIGURI,2013,RABI,Urad,650,411,650.001
West Bengal,MALDAH,2018,SUMMER,Rice,60025,236217,60025.001
West Bengal,BARDHAMAN,2014,RABI,Masoor,1377,998,1377.001
West Bengal,MEDINIPUR WEST,2009,RABI,Moong(Green Gram),675,485,675.001
West Bengal,JALPAIGURI,2018,SUMMER,Moong(Green Gram),293,319,293.001
West Bengal,DINAJPUR UTTAR,2012,KHARIF,Urad,723,338,723.001
West Bengal,MURSHIDABAD,2018,SUMMER,Groundnut,223,658,223.001
West Bengal,BARDHAMAN,2014,AUTUMN,Rice,12066,35141,12066.001
West Bengal,24 PARAGANAS NORTH,2019,AUTUMN,Maize,54,342,54.001
West Bengal,HOOGHLY,2013,RABI,Masoor,388,234,388.001
West Bengal,MEDINIPUR WEST,2019,RABI,Rapeseed &Mustard,14667,10748,14667.001
West Bengal,DINAJPUR UTTAR,2014,KHARIF,Niger seed,80,32,80.001
West Bengal,MURSHIDABAD,2010,RABI,Barley,562,468,562.001
West Bengal,JALPAIGURI,2009,RABI,Arhar/Tur,16,10,16.001
West Bengal,MURSHIDABAD,2017,RABI,Khesari,8950,8402,8950.001
West Bengal,MEDINIPUR WEST,2017,KHARIF,Urad,73,21,73.001
West Bengal,DARJEELING,2014,KHARIF,Jute,2980,36852,2980.001
West Bengal,PURULIA,2009,KHARIF,Moong(Green Gram),327,147,327.001
West Bengal,24 PARAGANAS NORTH,2013,SUMMER,Groundnut,1813,3885,1813.001
West Bengal,BARDHAMAN,2010,RABI,Peas & beans (Pulses),15,3,15.001
West Bengal,BANKURA,2009,RABI,Peas & beans (Pulses),24,18,24.001
West Bengal,MALDAH,2009,ANNUAL,Potato,2526,48844,2526.001
West Bengal,MEDINIPUR WEST,2014,KHARIF,Moong(Green Gram),650,393,650.001
West Bengal,BIRBHUM,2013,RABI,Rapeseed &Mustard,34257,28956,34257.001
West Bengal,HOOGHLY,2009,ANNUAL,Dry chillies,1098,976,1098.001
West Bengal,MALDAH,2013,SUMMER,Rice,72795,268251,72795.001
West Bengal,MEDINIPUR WEST,2015,RABI,Wheat,4740,11345,4740.001
West Bengal,JALPAIGURI,2018,SUMMER,Rice,20126,44767,20126.001
West Bengal,DINAJPUR UTTAR,2009,ANNUAL,Sesamum,1872,767,1872.001
West Bengal,DARJEELING,2012,AUTUMN,Rice,3818,6193,3818.001
West Bengal,HOWRAH,2012,SUMMER,Maize,89,116,89.001
West Bengal,MEDINIPUR WEST,2012,WINTER,Sesamum,45,29,45.001
West Bengal,BARDHAMAN,2012,ANNUAL,Potato,54359,1332880,54359.001
West Bengal,PURULIA,2011,KHARIF,Moong(Green Gram),369,169,369.001
West Bengal,MALDAH,2017,KHARIF,Urad,10868,10640,10868.001
West Bengal,MURSHIDABAD,2014,AUTUMN,Rice,16629,35194,16629.001
West Bengal,BIRBHUM,2016,RABI,Gram,7147,7687,7147.001
West Bengal,DARJEELING,2014,SUMMER,Sesamum,93,53,93.001
West Bengal,24 PARAGANAS SOUTH,2012,SUMMER,Maize,305,634,305.001
West Bengal,MALDAH,2011,SUMMER,Rice,67633,258723,67633.001
West Bengal,DINAJPUR DAKSHIN,2012,KHARIF,Garlic,3,30,3.001
West Bengal,DINAJPUR UTTAR,2010,WINTER,Rice,189290,437762,189290.001
West Bengal,MEDINIPUR WEST,2013,SUMMER,Moong(Green Gram),736,609,736.001
West Bengal,DINAJPUR UTTAR,2014,AUTUMN,Maize,2729,6258,2729.001
West Bengal,MEDINIPUR WEST,2019,KHARIF,Moong(Green Gram),90,56,90.001
West Bengal,DINAJPUR UTTAR,2012,AUTUMN,Sesamum,20,29,20.001
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Groundnut,2143,4622,2143.001
West Bengal,BIRBHUM,2013,RABI,Linseed,239,36,239.001
West Bengal,BARDHAMAN,2013,AUTUMN,Sesamum,5,3,5.001
West Bengal,MALDAH,2015,RABI,Rapeseed &Mustard,30370,31788,30370.001
West Bengal,JALPAIGURI,2016,KHARIF,Jute,35685,447188,35685.001
West Bengal,BARDHAMAN,2019,KHARIF,Sunflower,78,114,78.001
West Bengal,DARJEELING,2013,AUTUMN,Ragi,11275,13516,11275.001
West Bengal,DINAJPUR UTTAR,2013,ANNUAL,Potato,9054,166522,9054.001
West Bengal,MURSHIDABAD,2012,RABI,Barley,573,485,573.001
West Bengal,MEDINIPUR WEST,2018,SUMMER,Moong(Green Gram),664,567,664.001
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Cotton(lint),2980,834,2980.001
West Bengal,MEDINIPUR WEST,2009,WINTER,Rice,480679,1259961,480679.001
West Bengal,BANKURA,2014,RABI,Maize,26,83,26.001
West Bengal,MEDINIPUR WEST,2009,ANNUAL,Sugarcane,2230,122446,2230.001
West Bengal,MURSHIDABAD,2013,WINTER,Sesamum,87,36,87.001
West Bengal,COOCHBEHAR,2009,KHARIF,Maize,2215,11154,2215.001
West Bengal,NADIA,2016,KHARIF,Urad,11407,6699,11407.001
West Bengal,BANKURA,2016,KHARIF,Urad,39,5,39.001
West Bengal,DINAJPUR DAKSHIN,2017,AUTUMN,Maize,172,419,172.001
West Bengal,HOOGHLY,2017,RABI,Moong(Green Gram),43,32,43.001
West Bengal,JALPAIGURI,2012,KHARIF,Garlic,64,669,64.001
West Bengal,DINAJPUR UTTAR,2017,KHARIF,Niger seed,75,34,75.001
West Bengal,MEDINIPUR WEST,2012,SUMMER,Moong(Green Gram),1803,1646,1803.001
West Bengal,MEDINIPUR WEST,2013,RABI,Masoor,150,175,150.001
West Bengal,BIRBHUM,2012,KHARIF,Sannhamp,105,494,105.001
West Bengal,BIRBHUM,2015,RABI,Wheat,32954,88051,32954.001
West Bengal,JALPAIGURI,2010,KHARIF,Niger seed,1647,988,1647.001
West Bengal,MALDAH,2019,SUMMER,Sesamum,215,146,215.001
West Bengal,BIRBHUM,2017,SUMMER,Rice,57118,201202,57118.001
West Bengal,24 PARAGANAS SOUTH,2013,RABI,Rapeseed &Mustard,1478,1031,1478.001
West Bengal,DINAJPUR UTTAR,2018,SUMMER,Sesamum,1645,1009,1645.001
West Bengal,HOWRAH,2016,KHARIF,Sunflower,167,188,167.001
West Bengal,BANKURA,2011,KHARIF,Jute,35,622,35.001
West Bengal,DARJEELING,2017,RABI,Peas & beans (Pulses),100,84,100.001
West Bengal,MEDINIPUR WEST,2018,KHARIF,Jute,4144,64657,4144.001
West Bengal,MALDAH,2017,KHARIF,Horse-gram,339,139,339.001
West Bengal,HOWRAH,2015,AUTUMN,Rice,753,2071,753.001
West Bengal,DINAJPUR UTTAR,2013,SUMMER,Moong(Green Gram),164,102,164.001
West Bengal,JALPAIGURI,2014,RABI,Urad,724,471,724.001
West Bengal,DARJEELING,2014,KHARIF,Moong(Green Gram),39,24,39.001
West Bengal,24 PARAGANAS SOUTH,2019,SUMMER,Sesamum,2974,3374,2974.001
West Bengal,PURULIA,2014,RABI,Safflower,29,24,29.001
West Bengal,PURULIA,2011,AUTUMN,Rice,1993,2992,1993.001
West Bengal,DINAJPUR DAKSHIN,2013,AUTUMN,Rice,7328,15288,7328.001
West Bengal,BARDHAMAN,2009,KHARIF,Urad,111,155,111.001
West Bengal,COOCHBEHAR,2017,RABI,Maize,7100,46150,7100.001
West Bengal,NADIA,2010,KHARIF,Dry ginger,130,148,130.001
West Bengal,DINAJPUR DAKSHIN,2017,KHARIF,Urad,713,342,713.001
West Bengal,DINAJPUR UTTAR,2011,KHARIF,Jute,53219,650019,53219.001
West Bengal,MEDINIPUR WEST,2016,SUMMER,Groundnut,7663,10422,7663.001
West Bengal,NADIA,2019,AUTUMN,Rice,49599,132900,49599.001
West Bengal,COOCHBEHAR,2013,KHARIF,Small millets,725,551,725.001
West Bengal,HOOGHLY,2010,RABI,Masoor,1034,633,1034.001
West Bengal,JALPAIGURI,2009,ANNUAL,Sugarcane,106,7201,106.001
West Bengal,MURSHIDABAD,2019,WINTER,Sesamum,80,50,80.001
West Bengal,MEDINIPUR EAST,2013,SUMMER,Rice,160437,395631,160437.001
West Bengal,JALPAIGURI,2017,SUMMER,Sesamum,1120,908,1120.001
West Bengal,JALPAIGURI,2010,KHARIF,Urad,878,299,878.001
West Bengal,MURSHIDABAD,2018,RABI,Gram,5852,6705,5852.001
West Bengal,MALDAH,2014,AUTUMN,Maize,4230,12464,4230.001
West Bengal,PURULIA,2012,RABI,Wheat,1614,3785,1614.001
West Bengal,BANKURA,2011,WINTER,Rice,336129,945567,336129.001
West Bengal,HOOGHLY,2018,RABI,Groundnut,477,740,477.001
West Bengal,MEDINIPUR WEST,2018,AUTUMN,Sesamum,105,76,105.001
West Bengal,DINAJPUR UTTAR,2016,RABI,Arhar/Tur,14,6,14.001
West Bengal,BANKURA,2009,ANNUAL,Tobacco,52,38,52.001
West Bengal,JALPAIGURI,2018,SUMMER,Rice,20126,44767,20126.001
West Bengal,DINAJPUR DAKSHIN,2015,RABI,Khesari,3,3,3.001
West Bengal,MEDINIPUR EAST,2016,RABI,Potato,4438,111703,4438.001
West Bengal,MALDAH,2013,KHARIF,Urad,11013,9497,11013.001
